budget,id,original_language,original_title,popularity,release_date,revenue,runtime,title,avg_user_score,num_votes,director,genre,num_actors,lead_actor,num_famous_actors,has_famous_lead,production_company_main,has_multiple_production_companies,production_country_main,has_multiple_production_countries,release_year,season_releaed,decade_released,2024_adjusted_budget,2024_adjusted_revenue
80000000,10077,en,A Sound of Thunder,7.342892,2005-05-15,5989640,110.0,A Sound of Thunder,4.8,111,Peter Hyams,Thriller,20.0,Heike Makatsch,1,False,Epsilon Motion Pictures,True,Czech Republic,True,2005,Spring,2000,128520792,9622416
130000000,76649,en,Pompeii,50.561849,2014-02-18,117831631,105.0,Pompeii,5.2,1267,Paul W.S. Anderson,Action,36.0,Kit Harington,0,False,Impact Pictures,True,Canada,True,2014,Winter,2010,172277711,156152028
60000000,453,en,A Beautiful Mind,59.248437,2001-12-11,313542341,135.0,A Beautiful Mind,7.7,3009,Ron Howard,Drama,38.0,Russell Crowe,4,True,Imagine Entertainment,True,United States of America,False,2001,Winter,2000,106313222,555561608
45000000,8587,en,The Lion King,90.457886,1994-06-23,788241776,89.0,The Lion King,8.0,5376,Roger Allers,Family,28.0,Jonathan Taylor Thomas,3,False,Walt Disney Pictures,True,United States of America,False,1994,Summer,1990,95236313,1668205345
79000000,72545,en,Journey 2: The Mysterious Island,40.723459,2012-01-19,355692760,94.0,Journey 2: The Mysterious Island,5.8,1030,Brad Peyton,Adventure,10.0,Dwayne Johnson,3,True,New Line Cinema,True,United States of America,False,2012,Winter,2010,107942644,486005278
78000000,109451,en,Cloudy with a Chance of Meatballs 2,41.247402,2013-09-26,248384621,95.0,Cloudy with a Chance of Meatballs 2,6.4,915,Cody Cameron,Animation,15.0,Bill Hader,4,True,Columbia Pictures,True,United States of America,False,2013,Fall,2010,105036476,334480069
78000000,9533,en,Red Dragon,10.083905,2002-09-29,209196298,124.0,Red Dragon,6.7,1115,Brett Ratner,Crime,14.0,Anthony Hopkins,5,True,Universal Pictures,True,Germany,True,2002,Fall,2000,136036496,364850401
100000000,2023,en,Hidalgo,16.759252,2004-03-05,108103450,136.0,Hidalgo,6.5,318,Joe Johnston,Western,16.0,Viggo Mortensen,2,True,Casey Silver Productions,True,United States of America,True,2004,Spring,2000,166058229,179514675
79000000,71880,en,Jack and Jill,22.132418,2011-11-11,149673788,91.0,Jack and Jill,4.1,604,Dennis Dugan,Comedy,21.0,Adam Sandler,3,True,Columbia Pictures,True,United States of America,False,2011,Fall,2010,110180501,208748518
76000000,584,en,2 Fast 2 Furious,10.520961,2003-06-05,236350661,107.0,2 Fast 2 Furious,6.2,2028,John Singleton,Action,40.0,Paul Walker,2,False,Mikona Productions GmbH & Co. KG,True,United States of America,False,2003,Summer,2000,129570844,402949404
64000000,309809,en,The Little Prince,35.384423,2015-07-29,97571250,92.0,The Little Prince,7.6,756,Mark Osborne,Adventure,20.0,Jeff Bridges,5,True,Onyx Films,True,France,False,2015,Summer,2010,84711026,129146260
80000000,4858,en,The Invasion,15.673154,2007-08-17,15071514,99.0,The Invasion,5.7,359,Oliver Hirschbiegel,Science Fiction,17.0,Nicole Kidman,4,True,Village Roadshow Pictures,True,United States of America,True,2007,Summer,2000,121034640,22802191
76000000,17711,en,The Adventures of Rocky & Bullwinkle,8.981427,2000-06-30,35134820,88.0,The Adventures of Rocky & Bullwinkle,3.9,87,Des McAnuff,Action,20.0,Rene Russo,3,False,Universal Pictures,True,Germany,True,2000,Summer,2000,138456383,64008422
75000000,328111,en,The Secret Life of Pets,31.482872,2016-06-18,875958308,87.0,The Secret Life of Pets,5.9,3462,Chris Renaud,Animation,31.0,Louis C.K.,1,False,Universal Pictures,True,United States of America,False,2016,Summer,2010,98028360,1144916757
78000000,8698,en,The League of Extraordinary Gentlemen,47.436675,2003-07-11,179265204,110.0,The League of Extraordinary Gentlemen,5.7,1155,Stephen Norrington,Fantasy,33.0,Sean Connery,2,True,Twentieth Century Fox Film Corporation,True,Czech Republic,True,2003,Summer,2000,132980603,305625577
76000000,93456,en,Despicable Me 2,136.886704,2013-06-25,970761885,98.0,Despicable Me 2,7.0,4637,Pierre Coffin,Animation,39.0,Steve Carell,3,True,Universal Pictures,True,United States of America,False,2013,Summer,2010,102343233,1307248819
75000000,602,en,Independence Day,60.442593,1996-06-25,816969268,145.0,Independence Day,6.7,3260,Roland Emmerich,Action,69.0,Will Smith,3,True,Twentieth Century Fox Film Corporation,True,United States of America,False,1996,Summer,1990,149990995,1633840446
73000000,330,en,The Lost World: Jurassic Park,2.502487,1997-05-23,229074524,129.0,The Lost World: Jurassic Park,6.2,2487,Steven Spielberg,Adventure,23.0,Jeff Goldblum,5,True,Universal Pictures,True,United States of America,False,1997,Spring,1990,142656545,447657261
75000000,953,en,Madagascar,48.110909,2005-05-25,532680671,86.0,Madagascar,6.6,3237,Eric Darnell,Family,21.0,Ben Stiller,4,True,DreamWorks SKG,True,United States of America,False,2005,Spring,2000,120488243,855756772
76000000,9693,en,Children of Men,35.387874,2006-09-22,69959751,109.0,Children of Men,7.4,2071,Alfonso Cuarón,Drama,73.0,Clive Owen,3,False,Universal Pictures,True,United Kingdom,True,2006,Fall,2000,118283551,108882734
75000000,36657,en,X-Men,4.66891,2000-07-13,296339527,104.0,X-Men,6.8,4097,Bryan Singer,Adventure,19.0,Patrick Stewart,6,True,Twentieth Century Fox Film Corporation,True,United States of America,False,2000,Summer,2000,136634588,539869724
75000000,8909,en,Wanted,73.82289,2008-06-19,258270008,110.0,Wanted,6.4,2528,Timur Bekmambetov,Action,18.0,Angelina Jolie,3,True,Universal Pictures,True,Germany,True,2008,Summer,2000,109300223,376386259
75000000,9802,en,The Rock,51.469576,1996-06-06,335062621,136.0,The Rock,6.9,1456,Michael Bay,Action,25.0,Sean Connery,5,True,Hollywood Pictures,True,United States of America,False,1996,Summer,1990,149990995,670085012
80000000,950,en,Ice Age: The Meltdown,85.115058,2006-03-23,660940780,91.0,Ice Age: The Meltdown,6.5,2951,Carlos Saldanha,Animation,42.0,Ray Romano,5,False,Blue Sky Studios,True,United States of America,False,2006,Spring,2000,124509001,1028663451
75000000,1824,en,50 First Dates,61.437586,2004-02-13,196482882,99.0,50 First Dates,6.6,2105,Peter Segal,Comedy,55.0,Adam Sandler,4,True,Columbia Pictures Corporation,True,United States of America,False,2004,Winter,2000,124543672,326275995
50000000,2976,en,Hairspray,31.160542,2007-07-13,90450008,117.0,Hairspray,6.5,709,Adam Shankman,Family,152.0,John Travolta,5,True,New Line Cinema,True,United Kingdom,True,2007,Summer,2000,75646650,136844802
80000000,11026,en,Exorcist: The Beginning,15.761384,2004-08-20,78000586,114.0,Exorcist: The Beginning,4.7,183,Renny Harlin,Horror,26.0,Stellan Skarsgård,1,True,Morgan Creek Productions,True,United States of America,False,2004,Summer,2000,132846583,129526392
75000000,75656,en,Now You See Me,71.124686,2013-05-29,117698894,115.0,Now You See Me,7.3,5487,Louis Leterrier,Thriller,18.0,Jesse Eisenberg,5,False,Summit Entertainment,True,United States of America,True,2013,Spring,2010,100996612,158495860
80000000,38365,en,Grown Ups,38.864027,2010-06-24,271430189,102.0,Grown Ups,6.0,1705,Dennis Dugan,Comedy,20.0,Adam Sandler,6,True,Columbia Pictures,True,United States of America,False,2010,Summer,2010,115078264,390446437
60000000,594,en,The Terminal,57.753914,2004-06-17,219417255,128.0,The Terminal,7.0,1910,Steven Spielberg,Comedy,23.0,Tom Hanks,3,True,DreamWorks SKG,True,United States of America,False,2004,Summer,2000,99634938,364360408
35000000,15189,en,Hotel for Dogs,13.25753,2009-01-16,73034460,100.0,Hotel for Dogs,5.7,202,Thor Freudenthal,Comedy,16.0,Emma Roberts,1,False,DreamWorks SKG,True,United States of America,False,2009,Winter,2000,51170700,106777841
75000000,11678,en,Vertical Limit,13.318744,2000-12-08,215663859,124.0,Vertical Limit,5.9,283,Martin Campbell,Action,18.0,Chris O'Donnell,1,False,Columbia Pictures Corporation,True,New Zealand,True,2000,Winter,2000,136634588,392895235
75000000,6538,en,Charlie Wilson's War,18.70031,2007-12-19,119000410,102.0,Charlie Wilson's War,6.5,338,Mike Nichols,Comedy,17.0,Tom Hanks,4,True,Universal Pictures,True,United States of America,False,2007,Winter,2000,113469975,180039648
75000000,10555,en,Shark Tale,47.094369,2004-09-20,367275019,90.0,Shark Tale,5.8,1557,Vicky Jenson,Animation,16.0,Will Smith,4,True,DreamWorks SKG,True,United States of America,False,2004,Fall,2000,124543672,609890393
70000000,1125,en,Dreamgirls,14.486311,2006-12-25,154937680,134.0,Dreamgirls,6.6,284,Bill Condon,Drama,23.0,Jamie Foxx,3,True,Paramount Pictures,True,United States of America,False,2006,Winter,2000,108945376,241139196
53000000,4551,en,Be Cool,18.61472,2005-03-04,95226116,118.0,Be Cool,5.4,292,F. Gary Gray,Comedy,59.0,John Travolta,7,True,Double Feature Films,True,United States of America,False,2005,Spring,2000,85145025,152981698
70000000,612,en,Munich,29.035222,2005-12-22,130358911,164.0,Munich,6.9,696,Steven Spielberg,Drama,19.0,Eric Bana,3,False,DreamWorks SKG,True,Canada,True,2005,Winter,2000,112455693,209422881
70000000,9567,en,Tears of the Sun,27.055085,2003-03-07,85632458,121.0,Tears of the Sun,6.4,573,Antoine Fuqua,Action,31.0,Bruce Willis,1,True,Columbia Pictures,True,United States of America,False,2003,Spring,2000,119341567,145993025
75000000,37821,en,Killers,23.004607,2010-06-04,98159963,100.0,Killers,5.7,772,Robert Luketic,Action,34.0,Katherine Heigl,0,False,Katalyst Films,True,United States of America,False,2010,Summer,2010,107885872,141200977
75000000,203801,en,The Man from U.N.C.L.E.,48.744209,2015-08-13,108145109,116.0,The Man from U.N.C.L.E.,7.1,2265,Guy Ritchie,Comedy,27.0,Henry Cavill,1,False,Davis Entertainment,True,United States of America,False,2015,Summer,2010,99270733,143141924
80000000,2539,en,Spanglish,14.209329,2004-12-17,55041367,130.0,Spanglish,5.8,369,James L. Brooks,Comedy,14.0,Adam Sandler,2,True,Gracie Films,True,United States of America,False,2004,Winter,2000,132846583,91400719
75000000,9297,en,Monster House,36.368839,2006-07-21,140175006,91.0,Monster House,6.3,874,Gil Kenan,Animation,17.0,Ryan Newman,3,False,Columbia Pictures,True,United States of America,False,2006,Summer,2000,116727188,218163124
75000000,3172,en,Bandits,24.353302,2001-10-12,67631903,123.0,Bandits,6.2,302,Barry Levinson,Action,10.0,Bruce Willis,3,True,Cheyenne Enterprises,True,United States of America,False,2001,Fall,2000,132891527,119836092
55000000,6520,en,First Knight,19.143321,1995-07-07,127600435,134.0,First Knight,5.9,311,Jerry Zucker,Action,16.0,Sean Connery,2,True,Columbia Pictures Corporation,True,United States of America,False,1995,Summer,1990,113223543,262679514
75000000,37958,en,Immortals,37.917002,2011-11-10,226904017,110.0,Immortals,5.7,880,Tarsem Singh,Fantasy,26.0,Mickey Rourke,2,True,Virgin Produced,True,United States of America,False,2011,Fall,2010,104601741,316460738
52000000,2026,en,Hostage,23.663713,2005-03-09,77944725,113.0,Hostage,6.2,512,Florent-Emilio Siri,Mystery,14.0,Bruce Willis,2,True,Miramax Films,True,Germany,True,2005,Spring,2000,83538515,125218972
75000000,7450,en,Titan A.E.,14.44381,2000-06-16,36754634,94.0,Titan A.E.,6.3,313,Gary Goldman,Animation,8.0,Matt Damon,5,True,Twentieth Century Fox Film Corporation,True,United States of America,False,2000,Summer,2000,136634588,66959391
75000000,11375,en,Hollywood Homicide,10.605084,2003-06-09,51142659,116.0,Hollywood Homicide,5.0,166,Ron Shelton,Action,35.0,Harrison Ford,4,True,Columbia Pictures,True,United States of America,False,2003,Summer,2000,127865965,87192072
75000000,9425,en,Soldier,11.873856,1998-10-23,14567883,99.0,Soldier,6.1,221,Paul W.S. Anderson,Action,19.0,Kurt Russell,1,False,Impact Pictures,True,United States of America,False,1998,Fall,1990,144332115,28034845
75000000,23685,en,Monkeybone,8.098369,2001-02-23,5409517,93.0,Monkeybone,4.3,78,Henry Selick,Adventure,100.0,Brendan Fraser,4,False,Twentieth Century Fox Film Corporation,True,United States of America,False,2001,Winter,2000,132891527,9585053
45000000,11866,en,Flight of the Phoenix,20.374308,2004-12-17,21009180,113.0,Flight of the Phoenix,5.7,276,John Moore,Action,16.0,Dennis Quaid,2,True,Twentieth Century Fox Film Corporation,True,United States of America,False,2004,Winter,2000,74726203,34887472
75000000,9741,en,Unbreakable,42.006908,2000-11-13,248118121,106.0,Unbreakable,6.9,1946,M. Night Shyamalan,Science Fiction,40.0,Bruce Willis,2,True,Limited Edition Productions Inc.,True,United States of America,False,2000,Fall,2000,136634588,452020231
74000000,211672,en,Minions,875.581305,2015-06-17,1156730962,91.0,Minions,6.4,4571,Kyle Balda,Family,17.0,Sandra Bullock,4,True,Universal Pictures,True,United States of America,False,2015,Summer,2010,97947123,1531060410
82000000,23629,en,Sucker Punch,39.127082,2011-03-24,89792502,110.0,Sucker Punch,5.9,1623,Zack Snyder,Action,35.0,Emily Browning,2,False,Legendary Pictures,True,United States of America,False,2011,Spring,2010,114364571,125232694
73000000,8688,en,Snake Eyes,20.790703,1998-08-07,103891409,98.0,Snake Eyes,5.8,327,Brian De Palma,Crime,23.0,Nicolas Cage,3,True,Paramount Pictures,True,Canada,True,1998,Summer,1990,140483259,199931557
75000000,10153,en,Sphere,18.65988,1998-02-13,13100000,134.0,Sphere,5.8,476,Barry Levinson,Science Fiction,12.0,Dustin Hoffman,4,True,Punch Productions,True,United States of America,False,1998,Winter,1990,144332115,25210009
73000000,153518,en,The Angry Birds Movie,45.720894,2016-05-11,349779543,97.0,The Angry Birds Movie,5.9,1022,Fergal Reilly,Family,32.0,Jason Sudeikis,2,False,Columbia Pictures,True,Finland,True,2016,Spring,2010,95414271,457177535
70000000,8676,en,Fool's Gold,21.789615,2008-02-07,111231041,112.0,Fool's Gold,5.4,444,Andy Tennant,Romance,17.0,Matthew McConaughey,4,True,De Line Pictures,True,United States of America,False,2008,Winter,2000,102013541,162101034
75000000,20829,en,Funny People,20.199057,2009-07-31,61458982,146.0,Funny People,5.7,390,Judd Apatow,Comedy,78.0,Adam Sandler,5,True,Columbia Pictures,True,United States of America,False,2009,Summer,2000,109651500,89854261
70000000,4349,en,The Kingdom,26.123705,2007-08-22,86658558,110.0,The Kingdom,6.5,513,Peter Berg,Thriller,19.0,Jamie Foxx,6,True,Universal Pictures,True,Germany,True,2007,Summer,2000,105905310,131108593
72500000,9718,en,Talladega Nights: The Ballad of Ricky Bobby,12.599836,2006-08-04,162966177,116.0,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,Adam McKay,Comedy,24.0,Will Ferrell,7,True,Columbia Pictures,True,United States of America,False,2006,Summer,2000,112836282,253634448
70000000,10808,en,Dr. Dolittle 2,13.543053,2001-06-22,176104344,87.0,Dr. Dolittle 2,4.9,410,Steve Carr,Comedy,48.0,Eddie Murphy,5,True,Twentieth Century Fox Film Corporation,True,United States of America,False,2001,Summer,2000,124032092,312037003
72000000,197,en,Braveheart,60.722162,1995-05-24,210000000,177.0,Braveheart,7.7,3336,Mel Gibson,Action,55.0,Mel Gibson,3,True,Icon Entertainment International,True,United States of America,False,1995,Spring,1990,148219910,432308072
72000000,25,en,Jarhead,32.227223,2005-11-04,96889998,125.0,Jarhead,6.6,765,Sam Mendes,Drama,20.0,Jamie Foxx,4,True,Universal Pictures,True,Germany,True,2005,Fall,2000,115668713,155654741
75000000,35,en,The Simpsons Movie,46.875375,2007-07-25,527068851,87.0,The Simpsons Movie,6.9,2264,David Silverman,Animation,21.0,Dan Castellaneta,2,False,Gracie Films,True,United States of America,False,2007,Summer,2000,113469975,797419861
72000000,11086,en,The Majestic,11.215702,2001-12-21,37317558,152.0,The Majestic,6.6,188,Frank Darabont,Drama,17.0,Jim Carrey,4,True,Village Roadshow Pictures,True,United States of America,False,2001,Winter,2000,127575866,66122497
94000000,10477,en,Driven,8.468586,2001-04-27,54744738,116.0,Driven,4.5,179,Renny Harlin,Action,17.0,Kip Pardue,1,False,Epsilon Motion Pictures,True,Australia,True,2001,Spring,2000,166557381,97001491
74500000,1997,en,Deux frères,8.884318,2004-04-07,62172050,109.0,Two Brothers,6.9,180,Jean-Jacques Annaud,Adventure,15.0,Maï Anh Le,0,False,Pathé Renn Productions,True,France,True,2004,Spring,2000,123713381,103241805
60000000,6947,en,The Village,27.491891,2004-07-30,256697520,108.0,The Village,6.2,1071,M. Night Shyamalan,Drama,16.0,Bryce Dallas Howard,4,False,Scott Rudin Productions,True,United States of America,False,2004,Summer,2000,99634938,426267356
71000000,3050,en,Doctor Dolittle,21.462935,1998-06-22,294456605,85.0,Doctor Dolittle,5.4,686,Betty Thomas,Comedy,12.0,Eddie Murphy,5,True,Twentieth Century Fox Film Corporation,True,United States of America,False,1998,Summer,1990,136634402,566660594
72000000,2675,en,Signs,28.848187,2002-08-02,408247917,106.0,Signs,6.4,1599,M. Night Shyamalan,Drama,15.0,Mel Gibson,1,True,"Kennedy/Marshall Company, The",True,United States of America,False,2002,Summer,2000,125572150,712007897
150000000,809,en,Shrek 2,47.320801,2004-05-19,919838758,93.0,Shrek 2,6.7,2988,Andrew Adamson,Adventure,25.0,Mike Myers,4,False,DreamWorks SKG,True,United States of America,False,2004,Spring,2000,249087344,1527467954
120000000,920,en,Cars,82.643036,2006-06-08,461983149,117.0,Cars,6.6,3877,John Lasseter,Animation,48.0,Owen Wilson,7,True,Walt Disney Pictures,True,United States of America,False,2006,Summer,2000,186763501,719013253
70000000,4806,en,Runaway Bride,20.230535,1999-07-30,309457509,116.0,Runaway Bride,5.7,455,Garry Marshall,Comedy,18.0,Julia Roberts,4,True,Paramount Pictures,True,United States of America,False,1999,Summer,1990,131818999,582748275
70000000,7451,en,xXx,46.217769,2002-08-09,277448382,124.0,xXx,5.8,1424,Rob Cohen,Action,20.0,Vin Diesel,2,False,Columbia Pictures,True,United States of America,False,2002,Summer,2000,122084034,483885969
74000000,228165,en,The SpongeBob Movie: Sponge Out of Water,36.952268,2015-02-05,311594032,93.0,The SpongeBob Movie: Sponge Out of Water,5.8,719,Paul Tibbitt,Animation,61.0,Tom Kenny,1,False,Paramount Pictures,True,United States of America,False,2015,Winter,2010,97947123,412428907
80000000,3595,en,Ransom,16.411345,1996-11-08,309492681,117.0,Ransom,6.4,470,Ron Howard,Action,38.0,Mel Gibson,3,True,Touchstone Pictures,True,United States of America,False,1996,Fall,1990,159990395,618948202
70000000,16869,en,Inglourious Basterds,72.595961,2009-08-18,319131050,153.0,Inglourious Basterds,7.9,6430,Quentin Tarantino,Drama,71.0,Brad Pitt,3,True,Universal Pictures,True,Germany,True,2009,Summer,2000,102341400,466575977
70000000,879,en,Hook,33.648404,1991-12-11,300854823,144.0,Hook,6.6,1532,Steven Spielberg,Adventure,30.0,Robin Williams,5,True,Amblin Entertainment,True,United States of America,False,1991,Winter,1990,161264492,693102860
70000000,1573,en,Die Hard 2,57.69847,1990-07-02,240031094,124.0,Die Hard 2,6.6,1896,Renny Harlin,Action,44.0,Bruce Willis,3,True,Twentieth Century Fox Film Corporation,True,United States of America,False,1990,Summer,1990,168063129,576291096
80000000,9257,en,S.W.A.T.,34.052253,2003-08-08,116643346,117.0,S.W.A.T.,5.8,770,Clark Johnson,Action,16.0,Samuel L. Jackson,3,True,Original Film,True,United States of America,False,2003,Summer,2000,136390362,198862853
68000000,1903,en,Vanilla Sky,27.299301,2001-12-10,203388341,136.0,Vanilla Sky,6.5,1078,Cameron Crowe,Drama,14.0,Tom Cruise,5,True,Paramount Pictures,True,United States of America,False,2001,Winter,2000,120488318,360381164
75000000,9697,en,Lady in the Water,20.219385,2006-07-21,42285169,110.0,Lady in the Water,5.3,409,M. Night Shyamalan,Drama,15.0,Paul Giamatti,3,True,Legendary Pictures,True,United States of America,False,2006,Summer,2000,116727188,65811052
70000000,395,en,AVP: Alien vs. Predator,42.957216,2004-08-12,171183863,101.0,AVP: Alien vs. Predator,5.5,1217,Paul W.S. Anderson,Adventure,25.0,Sanaa Lathan,0,False,Impact Pictures,True,Canada,True,2004,Summer,2000,116240761,284264892
75000000,23398,en,Alvin and the Chipmunks: The Squeakquel,29.412262,2009-12-21,443140005,88.0,Alvin and the Chipmunks: The Squeakquel,5.4,666,Betty Thomas,Comedy,17.0,Zachary Levi,4,False,Regency Enterprises,True,United States of America,False,2009,Winter,2000,109651500,647879549
75000000,10590,en,We Were Soldiers,19.708731,2002-03-01,114660784,138.0,We Were Soldiers,6.7,521,Randall Wallace,Action,54.0,Mel Gibson,3,True,Icon Entertainment International,True,Germany,True,2002,Spring,2000,130804323,199975016
70000000,117263,en,Olympus Has Fallen,59.428223,2013-03-20,161025640,120.0,Olympus Has Fallen,6.2,2981,Antoine Fuqua,Action,22.0,Gerard Butler,4,True,Nu Image Films,True,United States of America,False,2013,Spring,2010,94263504,216840588
70000000,200,en,Star Trek: Insurrection,19.711951,1998-12-10,118000000,103.0,Star Trek: Insurrection,6.3,391,Jonathan Frakes,Science Fiction,11.0,Patrick Stewart,1,True,Paramount Pictures,False,United States of America,False,1998,Winter,1990,134709974,227082527
70000000,44943,en,Battle: Los Angeles,49.199234,2011-03-08,202466756,116.0,Battle: Los Angeles,5.5,1448,Jonathan Liebesman,Action,62.0,Aaron Eckhart,2,True,Columbia Pictures,True,United States of America,False,2011,Spring,2010,97628292,282378337
70000000,587,en,Big Fish,46.199482,2003-12-25,122919055,125.0,Big Fish,7.6,1994,Tim Burton,Adventure,43.0,Ewan McGregor,4,True,Columbia Pictures,True,United States of America,False,2003,Winter,2000,119341567,209562181
66000000,57212,en,War Horse,29.505574,2011-12-25,177584879,146.0,War Horse,7.0,992,Steven Spielberg,Drama,32.0,Tom Hiddleston,1,False,DreamWorks SKG,True,United States of America,False,2011,Winter,2010,92049533,247675835
70000000,152760,en,The Monuments Men,43.873266,2014-01-24,154984035,118.0,The Monuments Men,5.8,1523,George Clooney,War,22.0,Matt Damon,6,True,Columbia Pictures,True,Germany,True,2014,Winter,2010,92764921,205386883
70000000,2756,en,The Abyss,24.961625,1989-08-09,90000098,139.0,The Abyss,7.1,808,James Cameron,Adventure,20.0,Ed Harris,1,True,Twentieth Century Fox Film Corporation,True,United States of America,False,1989,Summer,1980,177170833,227791319
70000000,33909,en,Wall Street: Money Never Sleeps,23.25645,2010-09-02,134748021,133.0,Wall Street: Money Never Sleeps,5.8,493,Oliver Stone,Drama,20.0,Michael Douglas,3,False,Twentieth Century Fox Film Corporation,True,United States of America,False,2010,Fall,2010,100693481,193832104
70000000,49017,en,Dracula Untold,64.457947,2014-10-01,215529201,92.0,Dracula Untold,6.2,2389,Gary Shore,Horror,23.0,Luke Evans,1,False,Universal Pictures,True,United States of America,False,2014,Fall,2010,92764921,285622134
70000000,9882,en,The Siege,20.089933,1998-11-06,116672912,116.0,The Siege,6.0,352,Edward Zwick,Drama,14.0,Denzel Washington,3,True,Twentieth Century Fox Film Corporation,True,United States of America,False,1998,Fall,1990,134709974,224528642
70000000,2270,en,Stardust,48.032734,2007-08-09,135560026,127.0,Stardust,7.1,1184,Matthew Vaughn,Adventure,44.0,Claire Danes,4,False,Paramount Pictures,True,Iceland,True,2007,Summer,2000,105905310,205093238
70000000,978,en,Seven Years in Tibet,16.92991,1997-09-12,131457682,136.0,Seven Years in Tibet,7.0,630,Jean-Jacques Annaud,Adventure,10.0,Brad Pitt,2,True,TriStar Pictures,True,United States of America,False,1997,Fall,1990,136793947,256894503
70000000,44564,en,The Dilemma,14.780634,2011-01-13,67112664,111.0,The Dilemma,5.2,304,Ron Howard,Comedy,110.0,Kevin James,4,False,Imagine Entertainment,True,United States of America,False,2011,Winter,2010,97628292,93601354
70000000,3132,en,Bad Company,14.086292,2002-06-07,65977295,116.0,Bad Company,5.4,228,Joel Schumacher,Action,17.0,Anthony Hopkins,3,True,Jerry Bruckheimer Films,True,United States of America,False,2002,Summer,2000,122084034,115068205
60000000,8814,en,Doom,29.261348,2005-10-20,55987321,105.0,Doom,5.0,609,Andrzej Bartkowiak,Adventure,15.0,Dwayne Johnson,1,True,Di Bonaventura Pictures,True,Czech Republic,True,2005,Fall,2000,96390594,89944186
70000000,8427,en,I Spy,13.267631,2002-10-31,33561137,97.0,I Spy,5.2,269,Betty Thomas,Action,9.0,Eddie Murphy,3,True,Columbia Pictures Corporation,False,United States of America,False,2002,Fall,2000,122084034,58532557
70000000,52520,en,Underworld: Awakening,58.401204,2012-01-19,160112671,88.0,Underworld: Awakening,6.1,1862,Måns Mårlind,Fantasy,31.0,Kate Beckinsale,1,False,Lakeshore Entertainment,True,United States of America,False,2012,Winter,2010,95645381,218771962
75000000,80585,en,Rock of Ages,23.515938,2012-06-13,59418613,123.0,Rock of Ages,6.0,385,Adam Shankman,Comedy,224.0,Julianne Hough,3,False,New Line Cinema,True,United States of America,False,2012,Summer,2010,102477194,81187369
70000000,10592,en,Hart's War,14.244518,2002-02-15,32287044,125.0,Hart's War,5.9,241,Gregory Hoblit,Drama,20.0,Bruce Willis,3,True,David Foster Productions,True,United States of America,False,2002,Winter,2000,122084034,56310466
66000000,49021,en,Killer Elite,29.501489,2011-09-23,57777106,116.0,Killer Elite,6.1,695,Gary McKendry,Action,18.0,Jason Statham,2,True,Current Entertainment,True,Australia,True,2011,Fall,2010,92049533,80581145
70000000,10550,en,Ballistic: Ecks vs. Sever,8.37378,2002-09-20,19924033,91.0,Ballistic: Ecks vs. Sever,4.3,97,Wych Kaosayananda,Action,5.0,Antonio Banderas,1,True,Epsilon Motion Pictures,True,Germany,True,2002,Fall,2000,122084034,34748662
70000000,11258,en,Hard Rain,10.930537,1998-01-16,19870567,97.0,Hard Rain,5.5,179,Mikael Salomon,Thriller,10.0,Morgan Freeman,2,True,Paramount Pictures,True,Denmark,True,1998,Winter,1990,134709974,38239479
75000000,12610,en,Osmosis Jones,10.54544,2001-08-07,13596911,95.0,Osmosis Jones,5.9,228,Bobby Farrelly,Adventure,8.0,Chris Rock,4,True,Conundrum Entertainment,True,United States of America,False,2001,Summer,2000,132891527,24092190
70000000,59981,en,Legends of Oz: Dorothy's Return,6.682006,2013-06-13,18662027,88.0,Legends of Oz: Dorothy's Return,5.9,43,Dan St. Pierre,Animation,12.0,Lea Michele,3,False,Prana Animation Studios,True,India,True,2013,Summer,2010,94263504,25130687
70000000,201088,en,Blackhat,46.832372,2015-01-13,17752940,133.0,Blackhat,5.1,826,Michael Mann,Crime,19.0,Chris Hemsworth,1,False,Universal Pictures,True,United States of America,False,2015,Winter,2010,92652684,23497965
70000000,5137,en,Sky Captain and the World of Tomorrow,24.664776,2004-09-17,57958696,107.0,Sky Captain and the World of Tomorrow,5.7,439,Kerry Conran,Mystery,11.0,Jude Law,5,True,Paramount Pictures,True,United Kingdom,True,2004,Fall,2000,116240761,96245184
70000000,3093,en,Basic Instinct 2,13.483387,2006-03-29,38629478,114.0,Basic Instinct 2,4.6,180,Michael Caton-Jones,Crime,37.0,Sharon Stone,1,False,Intermedia Films,True,Germany,True,2006,Spring,2000,108945376,60121471
50000000,107846,en,Escape Plan,44.478043,2013-10-09,122915111,115.0,Escape Plan,6.7,1659,Mikael Håfström,Action,36.0,Sylvester Stallone,3,True,Summit Entertainment,True,United States of America,False,2013,Fall,2010,67331075,165520130
70000000,188207,en,The Legend of Hercules,25.020428,2014-01-10,61279452,99.0,The Legend of Hercules,4.4,533,Renny Harlin,Action,19.0,Kellan Lutz,0,False,Millennium Films,False,United States of America,False,2014,Winter,2010,92764921,81208336
68000000,4614,en,The Sum of All Fears,22.392544,2002-05-31,193000000,124.0,The Sum of All Fears,5.9,437,Phil Alden Robinson,Thriller,21.0,Ben Affleck,7,True,Paramount Pictures,True,United States of America,False,2002,Spring,2000,118595919,336603124
